team_1,team_2,venue,pitch_type,weather,toss_winner,toss_decision_bat,team1_avg_runs_last5,team2_avg_runs_last5,team1_avg_wickets_taken_last5,team2_avg_wickets_taken_last5,team1_win_percentage_last10,team2_win_percentage_last10,team1_key_player_form,team2_key_player_form,Format,team1_win
Bangladesh,Australia,Johannesburg,Balanced,Rainy,2,0,142.0,191.0,8,8,41,33,74.0,29.0,ODI,0
England,Australia,Sydney,Balanced,Humid,2,0,174.0,166.0,4,5,68,42,50.0,95.0,ODI,1
Sri Lanka,West Indies,Kolkata,Balanced,Humid,2,1,166.0,165.0,7,9,33,67,45.0,24.0,ODI,0
India,West Indies,London,Bowling,Cloudy,2,0,146.0,159.0,7,6,60,77,34.0,80.0,ODI,0
England,New Zealand,Delhi,Balanced,Humid,2,1,167.0,155.0,4,7,51,83,55.0,53.0,ODI,0
West Indies,Australia,Melbourne,Batting,Humid,2,1,145.0,155.0,4,4,86,75,77.0,22.0,ODI,1
New Zealand,Bangladesh,Melbourne,Batting,Cloudy,1,0,170.0,190.0,4,5,46,43,63.0,70.0,T20,0
West Indies,Bangladesh,Johannesburg,Bowling,Cloudy,1,1,147.0,145.0,9,7,72,50,26.0,48.0,ODI,1
Afghanistan,Pakistan,Bengaluru,Bowling,Humid,2,1,167.0,141.0,7,8,67,48,86.0,65.0,ODI,1
Sri Lanka,India,Sydney,Batting,Cloudy,1,0,143.0,185.0,4,4,73,60,61.0,49.0,ODI,0
Afghanistan,India,Kolkata,Balanced,Clear,2,1,151.0,179.0,8,6,45,60,79.0,33.0,ODI,0
Pakistan,Bangladesh,Johannesburg,Batting,Cloudy,1,1,168.0,169.0,8,9,64,79,98.0,45.0,ODI,1
Pakistan,India,Dubai,Batting,Rainy,1,1,183.0,157.0,7,9,89,33,41.0,87.0,ODI,1
India,Afghanistan,Kolkata,Balanced,Humid,2,1,186.0,169.0,9,9,83,57,98.0,40.0,T20,1
New Zealand,Pakistan,Johannesburg,Balanced,Humid,1,0,166.0,148.0,8,9,38,69,38.0,88.0,ODI,0
Sri Lanka,New Zealand,Bengaluru,Balanced,Rainy,1,0,172.0,181.0,4,7,87,40,73.0,23.0,T20,1
South Africa,Sri Lanka,Johannesburg,Balanced,Humid,2,0,193.0,165.0,5,5,88,35,72.0,68.0,T20,1
Pakistan,India,Chennai,Balanced,Clear,2,0,161.0,157.0,7,8,33,41,79.0,89.0,ODI,0
New Zealand,South Africa,Delhi,Bowling,Humid,2,0,197.0,167.0,5,5,63,40,29.0,23.0,T20,1
Bangladesh,England,Mumbai,Bowling,Rainy,1,0,167.0,156.0,5,9,33,48,32.0,33.0,ODI,0
New Zealand,Sri Lanka,Kolkata,Batting,Clear,2,0,160.0,165.0,8,5,38,64,28.0,22.0,ODI,0
New Zealand,Bangladesh,Delhi,Bowling,Clear,1,0,159.0,156.0,7,6,47,88,52.0,42.0,ODI,0
Australia,Pakistan,Kolkata,Batting,Cloudy,2,1,148.0,170.0,4,6,33,37,76.0,20.0,ODI,0
Bangladesh,South Africa,Chennai,Batting,Humid,1,0,158.0,184.0,4,6,33,64,93.0,99.0,T20,0
Australia,India,Chennai,Batting,Clear,1,1,170.0,169.0,6,8,51,55,96.0,51.0,T20,1
India,West Indies,Mumbai,Balanced,Cloudy,2,1,147.0,154.0,6,9,46,70,52.0,31.0,ODI,0
England,Bangladesh,London,Bowling,Cloudy,2,1,197.0,173.0,7,7,86,54,76.0,86.0,T20,1
India,Sri Lanka,Bengaluru,Batting,Humid,1,0,181.0,190.0,8,8,72,81,84.0,24.0,T20,1
England,Bangladesh,Melbourne,Batting,Cloudy,2,0,143.0,146.0,8,6,55,60,68.0,74.0,ODI,0
South Africa,Pakistan,Melbourne,Bowling,Clear,2,0,164.0,150.0,9,9,45,43,82.0,69.0,ODI,1
Bangladesh,England,London,Balanced,Humid,2,1,148.0,146.0,5,4,59,43,75.0,67.0,ODI,1
Australia,South Africa,Sydney,Bowling,Clear,1,1,189.0,184.0,7,9,64,30,62.0,42.0,T20,1
Pakistan,West Indies,Melbourne,Batting,Cloudy,2,1,193.0,168.0,6,9,46,79,84.0,29.0,T20,1
England,Afghanistan,Mumbai,Batting,Rainy,1,0,148.0,179.0,6,7,31,61,20.0,27.0,ODI,0
Pakistan,Sri Lanka,Mumbai,Batting,Humid,2,0,175.0,197.0,6,6,67,38,74.0,48.0,T20,1
West Indies,South Africa,Kolkata,Bowling,Humid,1,0,154.0,197.0,8,8,53,78,50.0,85.0,T20,0
Sri Lanka,West Indies,London,Bowling,Rainy,2,0,177.0,140.0,7,5,84,34,88.0,79.0,ODI,1
England,Australia,Johannesburg,Bowling,Clear,2,1,170.0,175.0,9,6,49,42,47.0,56.0,T20,1
England,Sri Lanka,London,Batting,Clear,2,1,153.0,180.0,8,4,70,54,89.0,75.0,ODI,0
Afghanistan,India,Sydney,Batting,Cloudy,1,1,142.0,148.0,9,8,52,31,93.0,48.0,ODI,1
Pakistan,Sri Lanka,Kolkata,Bowling,Clear,2,1,145.0,175.0,8,5,51,55,85.0,49.0,ODI,0
England,Bangladesh,Delhi,Batting,Cloudy,1,0,181.0,182.0,5,8,30,63,82.0,88.0,T20,0
Australia,England,Dubai,Bowling,Humid,1,1,177.0,195.0,6,6,82,47,50.0,22.0,T20,1
South Africa,New Zealand,Johannesburg,Batting,Humid,1,0,155.0,198.0,5,8,66,44,53.0,69.0,T20,0
Sri Lanka,Pakistan,Sydney,Bowling,Clear,1,0,181.0,173.0,6,8,56,36,68.0,81.0,T20,1
South Africa,New Zealand,Mumbai,Bowling,Humid,2,0,191.0,165.0,9,9,30,39,82.0,69.0,T20,1
India,South Africa,Melbourne,Batting,Humid,2,1,176.0,156.0,9,9,51,49,74.0,63.0,ODI,1
New Zealand,West Indies,Melbourne,Batting,Clear,1,1,194.0,154.0,4,6,57,44,63.0,90.0,T20,1
Bangladesh,Sri Lanka,Bengaluru,Bowling,Cloudy,1,0,181.0,151.0,4,8,81,44,20.0,97.0,ODI,1
Pakistan,Sri Lanka,London,Balanced,Humid,2,0,153.0,159.0,9,9,45,43,48.0,86.0,ODI,0
West Indies,New Zealand,Bengaluru,Bowling,Cloudy,1,0,153.0,190.0,7,9,82,39,32.0,38.0,T20,0
West Indies,Pakistan,Mumbai,Balanced,Cloudy,2,0,175.0,162.0,7,5,49,41,66.0,73.0,ODI,1
West Indies,Sri Lanka,Dubai,Batting,Cloudy,2,0,140.0,152.0,8,7,62,33,83.0,24.0,ODI,1
England,South Africa,Melbourne,Batting,Rainy,1,1,190.0,174.0,5,8,39,87,26.0,22.0,T20,0
Sri Lanka,Pakistan,Melbourne,Batting,Cloudy,1,1,187.0,163.0,8,7,82,80,25.0,70.0,T20,1
South Africa,Sri Lanka,London,Batting,Humid,1,1,156.0,187.0,9,9,48,36,55.0,91.0,T20,0
Sri Lanka,England,London,Batting,Clear,1,1,161.0,142.0,8,6,86,73,92.0,74.0,ODI,1
India,New Zealand,Bengaluru,Batting,Clear,1,0,159.0,167.0,5,5,69,41,35.0,87.0,ODI,0
England,Sri Lanka,Mumbai,Batting,Rainy,1,0,175.0,161.0,8,4,37,76,35.0,93.0,ODI,0
West Indies,Pakistan,London,Balanced,Cloudy,1,1,165.0,184.0,9,8,73,59,98.0,46.0,T20,1
Pakistan,Afghanistan,Melbourne,Batting,Cloudy,1,1,158.0,187.0,9,6,54,79,68.0,96.0,T20,0
India,England,Melbourne,Bowling,Rainy,1,0,179.0,187.0,7,8,53,72,58.0,69.0,T20,0
Afghanistan,West Indies,Kolkata,Balanced,Humid,1,0,197.0,179.0,5,8,80,41,20.0,60.0,T20,1
West Indies,Sri Lanka,Sydney,Batting,Clear,2,0,164.0,163.0,6,9,31,89,52.0,82.0,ODI,0
South Africa,England,Dubai,Balanced,Humid,2,1,171.0,154.0,9,7,75,84,96.0,94.0,ODI,1
New Zealand,Bangladesh,Melbourne,Batting,Cloudy,1,1,175.0,183.0,5,5,82,40,30.0,95.0,T20,1
England,South Africa,Bengaluru,Balanced,Cloudy,2,0,165.0,157.0,8,7,40,89,90.0,36.0,ODI,0
England,West Indies,Sydney,Balanced,Rainy,2,1,146.0,154.0,6,7,75,40,42.0,49.0,ODI,1
India,Australia,Chennai,Batting,Humid,1,1,167.0,140.0,9,7,36,52,71.0,64.0,ODI,1
Afghanistan,New Zealand,Dubai,Bowling,Rainy,2,0,149.0,169.0,9,6,68,70,47.0,94.0,ODI,0
New Zealand,West Indies,Kolkata,Batting,Cloudy,2,1,175.0,187.0,5,4,82,66,42.0,52.0,T20,0
England,New Zealand,Delhi,Bowling,Cloudy,2,0,159.0,151.0,6,5,79,80,61.0,25.0,ODI,1
Sri Lanka,New Zealand,Melbourne,Bowling,Cloudy,1,0,163.0,168.0,8,5,58,40,44.0,21.0,ODI,1
Bangladesh,England,Melbourne,Bowling,Rainy,1,0,157.0,184.0,8,7,47,32,54.0,53.0,T20,0
Bangladesh,Pakistan,Mumbai,Bowling,Humid,1,0,158.0,181.0,9,4,76,59,99.0,89.0,ODI,0
Pakistan,West Indies,Kolkata,Bowling,Cloudy,2,0,193.0,184.0,4,6,40,77,38.0,21.0,T20,0
Afghanistan,West Indies,Chennai,Batting,Rainy,1,0,168.0,165.0,4,4,85,43,29.0,22.0,ODI,1
England,India,Mumbai,Batting,Clear,1,1,172.0,152.0,5,6,83,88,53.0,81.0,ODI,1
India,Australia,Bengaluru,Bowling,Cloudy,1,0,170.0,185.0,9,8,61,66,54.0,26.0,T20,0
India,Afghanistan,Melbourne,Bowling,Clear,2,1,184.0,180.0,5,9,47,35,73.0,56.0,T20,1
Afghanistan,Pakistan,London,Balanced,Rainy,2,1,170.0,146.0,5,8,60,84,23.0,84.0,ODI,0
Pakistan,Afghanistan,London,Batting,Clear,1,0,141.0,142.0,7,8,80,30,92.0,21.0,ODI,1
India,England,Bengaluru,Bowling,Clear,2,1,170.0,169.0,6,7,67,46,67.0,34.0,T20,1
South Africa,India,Sydney,Balanced,Rainy,2,1,180.0,154.0,9,5,72,78,82.0,47.0,ODI,1
Sri Lanka,Bangladesh,Mumbai,Balanced,Rainy,1,0,196.0,176.0,8,8,69,63,65.0,54.0,T20,1
Sri Lanka,Australia,Mumbai,Batting,Clear,1,0,154.0,171.0,5,9,54,83,50.0,96.0,ODI,0
Afghanistan,Bangladesh,Johannesburg,Batting,Clear,2,1,147.0,149.0,8,8,59,78,27.0,95.0,ODI,0
South Africa,Afghanistan,Dubai,Batting,Cloudy,1,1,167.0,146.0,7,9,33,76,87.0,27.0,ODI,1
India,Bangladesh,Delhi,Bowling,Cloudy,1,1,170.0,187.0,5,6,57,72,68.0,26.0,ODI,0
Sri Lanka,Pakistan,Bengaluru,Batting,Humid,1,1,166.0,163.0,5,7,39,36,50.0,95.0,ODI,1
Afghanistan,India,Dubai,Batting,Rainy,1,0,148.0,152.0,7,5,89,45,67.0,22.0,ODI,1
Afghanistan,Pakistan,Chennai,Bowling,Clear,2,0,157.0,147.0,8,5,83,46,93.0,30.0,ODI,1
New Zealand,Australia,Melbourne,Batting,Rainy,1,1,144.0,148.0,7,5,38,50,45.0,44.0,ODI,0
Sri Lanka,West Indies,Dubai,Bowling,Cloudy,2,0,170.0,173.0,5,4,88,89,55.0,22.0,T20,1
Australia,England,Mumbai,Bowling,Humid,1,1,177.0,143.0,6,8,34,82,93.0,22.0,ODI,1
Bangladesh,Afghanistan,Bengaluru,Bowling,Clear,1,0,171.0,164.0,9,9,40,78,57.0,22.0,ODI,0
West Indies,Australia,London,Bowling,Humid,1,1,165.0,160.0,9,7,79,52,78.0,97.0,ODI,1
West Indies,Pakistan,London,Bowling,Rainy,2,1,170.0,196.0,5,8,81,35,95.0,97.0,ODI,0
Sri Lanka,Afghanistan,Bengaluru,Bowling,Cloudy,2,1,157.0,170.0,9,4,43,71,23.0,92.0,ODI,0
India,West Indies,London,Balanced,Cloudy,2,1,189.0,199.0,7,4,80,64,47.0,63.0,T20,0
England,West Indies,Bengaluru,Batting,Cloudy,1,0,161.0,193.0,6,6,60,38,40.0,29.0,T20,0
South Africa,West Indies,Mumbai,Bowling,Rainy,1,1,160.0,175.0,9,7,55,53,22.0,80.0,ODI,0
New Zealand,Pakistan,Melbourne,Bowling,Humid,1,1,156.0,155.0,4,9,52,52,93.0,34.0,ODI,1
Sri Lanka,West Indies,Delhi,Bowling,Humid,1,1,192.0,182.0,7,9,34,64,79.0,74.0,T20,0
Pakistan,South Africa,Mumbai,Batting,Clear,1,1,180.0,170.0,4,8,33,46,79.0,96.0,T20,1
West Indies,Sri Lanka,Sydney,Bowling,Rainy,2,1,158.0,157.0,8,4,44,83,43.0,99.0,ODI,0
Pakistan,Bangladesh,London,Batting,Rainy,2,0,165.0,151.0,9,6,81,59,28.0,66.0,ODI,1
Australia,Afghanistan,Chennai,Batting,Cloudy,2,0,159.0,140.0,4,8,72,89,39.0,35.0,ODI,1
South Africa,England,Mumbai,Batting,Rainy,1,1,176.0,181.0,7,7,57,57,28.0,28.0,T20,1
South Africa,Pakistan,Kolkata,Balanced,Rainy,1,0,150.0,198.0,7,6,48,75,75.0,49.0,T20,0
England,Pakistan,Sydney,Batting,Clear,2,1,170.0,194.0,7,5,60,82,63.0,85.0,T20,0
Bangladesh,Australia,Bengaluru,Batting,Clear,1,0,197.0,188.0,9,5,67,63,94.0,69.0,T20,1
England,Pakistan,Johannesburg,Batting,Clear,1,0,174.0,169.0,9,7,39,41,85.0,85.0,T20,0
Bangladesh,New Zealand,Melbourne,Batting,Clear,2,1,162.0,169.0,5,8,77,84,98.0,67.0,T20,0
Australia,Sri Lanka,Delhi,Batting,Clear,2,1,179.0,178.0,9,6,36,83,21.0,84.0,T20,0
Pakistan,India,Melbourne,Balanced,Rainy,1,1,179.0,185.0,9,7,89,64,21.0,89.0,T20,1
South Africa,Afghanistan,Melbourne,Batting,Clear,2,0,160.0,173.0,8,5,42,88,90.0,67.0,ODI,0
India,South Africa,Johannesburg,Bowling,Rainy,2,1,170.0,162.0,4,9,56,54,20.0,89.0,ODI,0
New Zealand,Australia,London,Balanced,Rainy,2,0,176.0,184.0,6,9,85,38,77.0,53.0,T20,1
Sri Lanka,Bangladesh,Kolkata,Balanced,Rainy,2,0,197.0,176.0,6,5,69,80,60.0,36.0,T20,1
England,India,Delhi,Balanced,Humid,1,0,181.0,165.0,4,8,30,41,67.0,25.0,T20,1
Afghanistan,New Zealand,Chennai,Balanced,Humid,2,1,152.0,158.0,9,4,64,76,50.0,95.0,ODI,0
Pakistan,West Indies,Melbourne,Balanced,Cloudy,2,1,170.0,191.0,8,6,77,40,93.0,61.0,T20,1
Afghanistan,Australia,Bengaluru,Balanced,Clear,1,1,155.0,170.0,5,6,86,33,30.0,24.0,ODI,1
New Zealand,India,Delhi,Bowling,Cloudy,2,0,193.0,157.0,8,9,76,50,20.0,57.0,T20,1
Bangladesh,West Indies,Sydney,Batting,Clear,1,0,170.0,183.0,8,7,31,52,51.0,58.0,T20,0
Australia,West Indies,London,Batting,Rainy,1,1,189.0,184.0,9,6,85,82,58.0,34.0,T20,1
New Zealand,West Indies,Chennai,Bowling,Clear,2,0,171.0,150.0,9,6,30,61,20.0,34.0,ODI,1
New Zealand,West Indies,Dubai,Balanced,Clear,1,1,197.0,174.0,8,8,49,83,86.0,22.0,T20,1
South Africa,India,Delhi,Batting,Rainy,2,0,156.0,179.0,5,7,48,43,66.0,34.0,ODI,0
Pakistan,Bangladesh,Bengaluru,Batting,Rainy,2,1,161.0,180.0,9,4,62,52,86.0,71.0,T20,0
Afghanistan,South Africa,Mumbai,Batting,Clear,1,0,158.0,166.0,8,8,36,55,84.0,79.0,ODI,0
Sri Lanka,England,Delhi,Bowling,Clear,1,0,199.0,145.0,4,7,74,56,85.0,84.0,T20,1
Sri Lanka,Pakistan,Delhi,Balanced,Clear,1,1,161.0,162.0,6,7,32,63,47.0,64.0,ODI,0
South Africa,Afghanistan,London,Bowling,Cloudy,2,1,199.0,168.0,5,6,81,44,73.0,52.0,T20,1
England,West Indies,Bengaluru,Bowling,Rainy,1,0,160.0,141.0,4,4,87,33,99.0,73.0,ODI,1
New Zealand,Pakistan,Mumbai,Bowling,Cloudy,1,1,191.0,158.0,6,6,56,47,52.0,69.0,T20,1
Sri Lanka,Bangladesh,Sydney,Balanced,Cloudy,2,1,170.0,185.0,4,5,66,58,32.0,89.0,T20,0
India,West Indies,Sydney,Batting,Cloudy,1,1,198.0,186.0,8,5,39,39,77.0,94.0,T20,1
West Indies,England,Johannesburg,Batting,Clear,2,0,154.0,169.0,5,6,40,35,43.0,39.0,ODI,1
England,Australia,London,Bowling,Clear,2,0,199.0,140.0,5,9,77,85,55.0,43.0,ODI,1
Pakistan,Bangladesh,Bengaluru,Bowling,Cloudy,1,0,154.0,163.0,9,4,34,80,72.0,78.0,ODI,0
Afghanistan,Sri Lanka,Melbourne,Bowling,Humid,1,1,170.0,147.0,9,5,65,45,96.0,90.0,ODI,1
England,India,Bengaluru,Balanced,Humid,2,0,146.0,183.0,8,8,37,32,82.0,96.0,ODI,0
England,New Zealand,Delhi,Batting,Rainy,1,1,167.0,160.0,8,5,34,41,69.0,64.0,ODI,1
Australia,West Indies,Johannesburg,Balanced,Cloudy,1,0,172.0,150.0,5,7,48,33,81.0,75.0,ODI,1
Australia,Bangladesh,London,Bowling,Humid,1,0,194.0,176.0,5,6,80,43,21.0,72.0,T20,1
Bangladesh,Afghanistan,Chennai,Batting,Cloudy,2,0,193.0,168.0,6,4,78,84,68.0,86.0,T20,1
India,Afghanistan,Chennai,Bowling,Humid,1,1,152.0,194.0,8,8,83,58,59.0,22.0,T20,0
Pakistan,Australia,Johannesburg,Batting,Clear,1,1,149.0,198.0,7,7,34,34,96.0,22.0,T20,0
Australia,Pakistan,Kolkata,Balanced,Humid,1,1,147.0,178.0,5,6,67,76,97.0,86.0,ODI,0
Australia,Sri Lanka,Melbourne,Bowling,Humid,1,0,184.0,198.0,9,6,72,86,78.0,62.0,T20,0
England,New Zealand,Bengaluru,Bowling,Clear,2,1,153.0,144.0,9,8,42,52,81.0,27.0,ODI,1
India,Afghanistan,Delhi,Bowling,Humid,2,1,146.0,197.0,9,7,78,64,48.0,85.0,T20,0
West Indies,South Africa,Chennai,Batting,Cloudy,2,1,197.0,161.0,6,6,36,66,35.0,54.0,T20,1
Bangladesh,Pakistan,Dubai,Batting,Humid,2,1,181.0,186.0,5,5,64,88,22.0,77.0,T20,0
Pakistan,India,London,Batting,Clear,1,1,170.0,163.0,8,9,32,83,57.0,89.0,ODI,0
Afghanistan,Pakistan,Delhi,Batting,Rainy,1,0,164.0,179.0,5,7,79,83,24.0,60.0,T20,0
England,India,Bengaluru,Balanced,Rainy,2,0,153.0,196.0,8,4,76,55,53.0,25.0,T20,0
South Africa,Bangladesh,Melbourne,Bowling,Cloudy,2,1,198.0,180.0,7,7,58,70,82.0,32.0,T20,1
South Africa,Afghanistan,London,Bowling,Clear,1,0,195.0,175.0,6,5,37,45,33.0,98.0,T20,0
Bangladesh,Pakistan,Melbourne,Bowling,Cloudy,1,1,163.0,163.0,4,8,54,74,20.0,49.0,ODI,0
Afghanistan,Bangladesh,Johannesburg,Bowling,Rainy,2,1,144.0,183.0,7,6,36,48,93.0,82.0,ODI,0
West Indies,Sri Lanka,Dubai,Bowling,Cloudy,2,0,187.0,166.0,9,9,41,63,57.0,53.0,T20,1
Sri Lanka,Pakistan,Melbourne,Batting,Rainy,2,1,178.0,148.0,9,6,56,44,40.0,61.0,ODI,1
New Zealand,Afghanistan,Melbourne,Bowling,Rainy,2,0,153.0,148.0,9,4,30,86,26.0,83.0,ODI,0
Afghanistan,Australia,Bengaluru,Bowling,Humid,2,0,163.0,169.0,4,7,63,39,34.0,71.0,T20,0
West Indies,India,Kolkata,Bowling,Cloudy,2,1,156.0,187.0,9,9,86,48,77.0,67.0,T20,1
West Indies,South Africa,Mumbai,Balanced,Clear,2,1,186.0,155.0,8,6,53,51,66.0,65.0,T20,1
South Africa,Sri Lanka,Chennai,Balanced,Clear,1,1,188.0,159.0,8,8,33,85,43.0,57.0,T20,0
Bangladesh,Sri Lanka,Melbourne,Batting,Rainy,1,0,178.0,168.0,9,7,85,61,41.0,44.0,T20,1
Bangladesh,Australia,Dubai,Bowling,Rainy,2,1,149.0,174.0,6,8,84,61,63.0,75.0,ODI,0
Australia,Afghanistan,Chennai,Bowling,Rainy,1,1,169.0,187.0,4,7,65,38,21.0,48.0,T20,1
New Zealand,South Africa,Kolkata,Bowling,Clear,1,1,183.0,178.0,8,6,50,47,54.0,56.0,T20,1
Sri Lanka,Afghanistan,Dubai,Batting,Cloudy,1,1,167.0,145.0,4,8,88,70,96.0,93.0,ODI,1
Sri Lanka,Bangladesh,Chennai,Batting,Cloudy,2,0,186.0,185.0,6,8,58,85,95.0,95.0,T20,0
India,Bangladesh,Dubai,Batting,Cloudy,2,1,159.0,164.0,9,9,37,42,35.0,23.0,ODI,0
South Africa,Pakistan,Delhi,Bowling,Clear,2,0,143.0,141.0,8,8,68,57,93.0,34.0,ODI,1
New Zealand,West Indies,Kolkata,Balanced,Cloudy,1,1,146.0,148.0,9,5,74,86,79.0,35.0,ODI,1
South Africa,Pakistan,Mumbai,Bowling,Cloudy,1,0,143.0,188.0,8,6,82,35,50.0,80.0,ODI,0
Afghanistan,Sri Lanka,Chennai,Batting,Clear,1,1,176.0,187.0,8,9,75,38,56.0,63.0,T20,1
South Africa,West Indies,Sydney,Batting,Clear,1,1,170.0,170.0,7,5,64,60,44.0,98.0,ODI,0
Australia,England,Melbourne,Balanced,Cloudy,2,0,190.0,186.0,6,8,31,30,56.0,22.0,T20,1
Bangladesh,South Africa,Bengaluru,Balanced,Humid,1,0,178.0,175.0,4,9,87,72,46.0,50.0,T20,1
Australia,South Africa,Sydney,Batting,Clear,1,1,140.0,145.0,6,7,40,36,70.0,73.0,ODI,1
West Indies,Sri Lanka,London,Batting,Clear,2,0,196.0,151.0,4,8,55,40,50.0,82.0,T20,1
Afghanistan,India,Melbourne,Bowling,Clear,1,0,199.0,165.0,4,6,50,51,49.0,33.0,T20,1
England,India,Mumbai,Batting,Humid,2,1,190.0,169.0,4,4,70,55,80.0,88.0,T20,1
Bangladesh,South Africa,Johannesburg,Batting,Humid,1,1,150.0,198.0,6,9,72,67,52.0,28.0,T20,0
Afghanistan,India,Mumbai,Bowling,Humid,1,1,191.0,166.0,6,6,31,55,90.0,74.0,T20,1
Afghanistan,England,Melbourne,Balanced,Rainy,1,0,175.0,169.0,7,5,31,32,92.0,61.0,T20,0
Pakistan,Sri Lanka,Chennai,Balanced,Cloudy,2,1,151.0,192.0,5,5,48,78,59.0,38.0,T20,0
Afghanistan,Bangladesh,Melbourne,Batting,Cloudy,1,1,141.0,163.0,9,6,89,56,65.0,45.0,ODI,1
South Africa,New Zealand,London,Balanced,Rainy,1,1,148.0,187.0,9,8,88,55,27.0,28.0,ODI,0
England,South Africa,Melbourne,Balanced,Humid,1,0,187.0,170.0,7,8,64,50,24.0,87.0,T20,1
Australia,Bangladesh,Kolkata,Batting,Clear,1,1,141.0,178.0,6,8,48,50,20.0,79.0,ODI,0
Bangladesh,West Indies,Melbourne,Bowling,Clear,1,0,180.0,173.0,8,8,40,36,92.0,66.0,T20,1
Bangladesh,Pakistan,Dubai,Balanced,Clear,2,1,193.0,188.0,8,4,33,49,46.0,72.0,T20,0
England,Bangladesh,Melbourne,Batting,Humid,1,1,171.0,169.0,6,4,89,84,23.0,22.0,T20,0
Australia,Sri Lanka,Sydney,Batting,Rainy,2,1,153.0,196.0,4,5,82,67,28.0,61.0,T20,0
West Indies,South Africa,Dubai,Bowling,Humid,2,0,153.0,146.0,4,7,83,37,62.0,89.0,ODI,1
New Zealand,Bangladesh,London,Bowling,Cloudy,1,1,162.0,148.0,4,6,77,37,89.0,85.0,ODI,1
India,Bangladesh,Mumbai,Batting,Rainy,2,0,146.0,198.0,8,9,68,38,68.0,32.0,T20,0
Afghanistan,Pakistan,Johannesburg,Balanced,Humid,2,1,184.0,166.0,7,8,88,45,70.0,50.0,T20,1
Sri Lanka,West Indies,Bengaluru,Bowling,Humid,2,0,175.0,155.0,5,4,63,41,50.0,69.0,ODI,1
Afghanistan,India,Dubai,Batting,Rainy,1,1,194.0,163.0,8,5,41,52,37.0,22.0,T20,1
Sri Lanka,Afghanistan,Melbourne,Bowling,Rainy,1,1,185.0,162.0,6,5,70,71,52.0,60.0,T20,1
West Indies,Sri Lanka,Melbourne,Bowling,Cloudy,1,1,169.0,164.0,9,4,82,72,37.0,86.0,ODI,1
South Africa,Australia,Melbourne,Bowling,Cloudy,1,1,191.0,198.0,5,6,58,40,53.0,37.0,T20,1
Afghanistan,Pakistan,Dubai,Batting,Clear,1,0,164.0,199.0,7,9,34,68,27.0,30.0,T20,0
New Zealand,West Indies,Mumbai,Balanced,Clear,2,0,148.0,166.0,5,8,51,53,80.0,77.0,ODI,0
Australia,India,Kolkata,Bowling,Clear,2,0,140.0,187.0,5,8,63,72,35.0,38.0,ODI,0
Australia,England,Bengaluru,Bowling,Humid,1,1,156.0,172.0,7,5,38,66,75.0,68.0,ODI,0
England,New Zealand,Dubai,Batting,Humid,1,0,151.0,151.0,4,7,71,35,90.0,50.0,ODI,1
England,Sri Lanka,Bengaluru,Balanced,Rainy,2,1,172.0,169.0,9,4,52,69,20.0,55.0,ODI,0
South Africa,England,Johannesburg,Bowling,Clear,2,0,143.0,146.0,6,6,83,68,87.0,85.0,ODI,1
Pakistan,Bangladesh,Dubai,Batting,Clear,1,1,166.0,169.0,5,4,53,38,81.0,22.0,ODI,1
Bangladesh,New Zealand,Melbourne,Batting,Rainy,2,0,164.0,194.0,7,5,67,87,48.0,54.0,T20,0
Australia,Bangladesh,Johannesburg,Bowling,Cloudy,1,0,189.0,176.0,5,4,31,76,59.0,99.0,T20,0
India,New Zealand,Johannesburg,Batting,Clear,1,0,170.0,169.0,8,9,84,61,27.0,66.0,T20,1
Pakistan,Sri Lanka,Bengaluru,Balanced,Clear,1,0,163.0,143.0,5,9,55,77,48.0,85.0,ODI,0
New Zealand,England,Sydney,Batting,Clear,2,0,192.0,144.0,8,4,68,76,84.0,47.0,ODI,1
India,New Zealand,Mumbai,Balanced,Rainy,1,0,179.0,169.0,6,5,85,80,20.0,37.0,T20,1
Sri Lanka,England,Dubai,Balanced,Cloudy,2,1,182.0,155.0,9,4,86,46,48.0,45.0,ODI,1
India,Sri Lanka,Bengaluru,Bowling,Clear,1,1,142.0,171.0,4,4,75,73,99.0,87.0,ODI,0
South Africa,West Indies,Bengaluru,Batting,Clear,1,1,143.0,165.0,6,9,71,35,77.0,33.0,ODI,1
West Indies,Bangladesh,Mumbai,Batting,Humid,1,1,195.0,149.0,9,6,63,71,92.0,33.0,T20,1
Pakistan,New Zealand,Melbourne,Bowling,Humid,1,1,189.0,154.0,7,5,62,41,39.0,27.0,T20,1
South Africa,West Indies,Mumbai,Batting,Clear,1,1,140.0,192.0,8,5,55,52,44.0,21.0,ODI,0
Bangladesh,South Africa,Delhi,Bowling,Humid,2,1,189.0,175.0,6,9,53,42,88.0,79.0,T20,1
New Zealand,Australia,Kolkata,Bowling,Rainy,1,1,160.0,184.0,5,7,68,80,79.0,74.0,T20,0
West Indies,India,Melbourne,Bowling,Clear,1,0,157.0,156.0,5,7,41,73,68.0,82.0,ODI,0
Afghanistan,West Indies,Mumbai,Batting,Cloudy,1,0,165.0,180.0,7,6,82,42,65.0,78.0,T20,1
Afghanistan,Pakistan,Delhi,Balanced,Clear,2,0,195.0,162.0,6,7,86,76,74.0,61.0,T20,1
Sri Lanka,South Africa,Johannesburg,Balanced,Rainy,2,0,196.0,191.0,8,6,48,30,43.0,34.0,T20,1
